ID$,SHAPE$,LEFT$,TOP$,RIGHT$,BOTTOM$,名称,所在地,ひとくちメモ,郵便番号,利用時間,URL,写真URL,備考,電話番号,FAX番号,EMAIL,開館時間,開催期間,収容台数,一時利用料,一時利用_1,月極利用料,月極利用_1,月極利用_2,月極利用_4
11563,1135.39991555754834.4541022706678,135.399915557548,34.4541022706678,135.399915557548,34.4541022706678,上松台第一公園,岸和田市上松町610番地68,,0,,,,,,,,,,,,,,,,
11564,1135.3975844622534.4526104505428,135.39758446225,34.4526104505428,135.39758446225,34.4526104505428,上松台第二公園,岸和田市上松町358番地179,,0,,,,,,,,,,,,,,,,
11565,1135.39723733165834.4507826926087,135.397237331658,34.4507826926087,135.397237331658,34.4507826926087,上松台第三公園,岸和田市上松町358番地117,,0,,,,,,,,,,,,,,,,
11566,1135.42134239295134.4499903263209,135.421342392951,34.4499903263209,135.421342392951,34.4499903263209,黄金塚第一公園,岸和田市岡山町810番地147,,0,,,,,,,,,,,,,,,,
11567,1135.42347620101234.4184213695045,135.423476201012,34.4184213695045,135.423476201012,34.4184213695045,緑と太陽の丘,岸和田市尾生町2029番地1,,0,,,,,,,,,,,,,,,,
11568,1135.36780836055734.4605927324239,135.367808360557,34.4605927324239,135.367808360557,34.4605927324239,中町公園,岸和田市中町127番地3,,0,,,,,,,,,,,,,,,,
11569,1135.42132578292334.4522884527471,135.421325782923,34.4522884527471,135.421325782923,34.4522884527471,黄金塚第二公園,岸和田市岡山町780番地108,,0,,,,,,,,,,,,,,,,
11570,1135.3809359997234.4462398215739,135.38093599972,34.4462398215739,135.38093599972,34.4462398215739,東区１号公園,岸和田市土生町2丁目1619番地16,,0,,,,,,,,,,,,,,,,
11571,1135.38645811779334.4428263566908,135.386458117793,34.4428263566908,135.386458117793,34.4428263566908,旭公園,岸和田市土生町1510番地36,,0,,,,,,,,,,,,,,,,
11572,1135.38708634878934.4434513003482,135.387086348789,34.4434513003482,135.387086348789,34.4434513003482,旭緑地,岸和田市土生町1510番地30,,0,,,,,,,,,,,,,,,,
11573,1135.38152991751334.4840715702131,135.381529917513,34.4840715702131,135.381529917513,34.4840715702131,松風公園,岸和田市松風町1173番地270,,0,,,,,,,,,,,,,,,,
11574,1135.40517307926334.4527584578394,135.405173079263,34.4527584578394,135.405173079263,34.4527584578394,桜台公園,岸和田市下松町1156番地31,,0,,,,,,,,,,,,,,,,
11575,1135.40059317804134.4609697878587,135.400593178041,34.4609697878587,135.400593178041,34.4609697878587,桜緑地,岸和田市小松里町1番地31,,0,,,,,,,,,,,,,,,,
11576,1135.38414189859234.4907509808313,135.384141898592,34.4907509808313,135.384141898592,34.4907509808313,磯上町3丁目緑地,岸和田市磯上町3丁目993番地16,,0,,,,,,,,,,,,,,,,
11577,1135.44037152139434.4586994555863,135.440371521394,34.4586994555863,135.440371521394,34.4586994555863,東ケ丘第二公園,岸和田市東ケ丘町808番地945,,0,,,,,,,,,,,,,,,,
11578,1135.43565958895934.459976084157,135.435659588959,34.459976084157,135.435659588959,34.459976084157,東ケ丘第三公園,岸和田市東ケ丘町808番地338,,0,,,,,,,,,,,,,,,,
11579,1135.40001498901134.4471272565823,135.400014989011,34.4471272565823,135.400014989011,34.4471272565823,星和北公園,岸和田市上松町511番地253,,0,,,,,,,,,,,,,,,,
11580,1135.40274298448234.4453533267146,135.402742984482,34.4453533267146,135.402742984482,34.4453533267146,星和南公園,岸和田市上松町511番地300,,0,,,,,,,,,,,,,,,,
11581,1135.38151457358134.4486051583309,135.381514573581,34.4486051583309,135.381514573581,34.4486051583309,東区２号公園,岸和田市土生町2丁目1855番地14,,0,,,,,,,,,,,,,,,,
11582,1135.42693027613334.4575164842653,135.426930276133,34.4575164842653,135.426930276133,34.4575164842653,岡山町東出公園,岸和田市岡山町178番地72,,0,,,,,,,,,,,,,,,,
11583,1135.37951325530434.4734275687591,135.379513255304,34.4734275687591,135.379513255304,34.4734275687591,下野町ゾウ公園,岸和田市下野町2丁目764番地19,,0,,,,,,,,,,,,,,,,
11584,1135.37845518649634.4722448827398,135.378455186496,34.4722448827398,135.378455186496,34.4722448827398,下野町2丁目公園,岸和田市下野町2丁目764番地21,,0,,,,,,,,,,,,,,,,
11585,1135.38849055780334.476008128052,135.388490557803,34.476008128052,135.388490557803,34.476008128052,春木若松町緑地,岸和田市春木若松町170番地16,,0,,,,,,,,,,,,,,,,
11586,1135.42648409943134.4511731064372,135.426484099431,34.4511731064372,135.426484099431,34.4511731064372,三田町おぐら台公園,岸和田市三田町1693番地36,,0,,,,,,,,,,,,,,,,
11587,1135.39561770380634.4328478587342,135.395617703806,34.4328478587342,135.395617703806,34.4328478587342,天神公園,岸和田市神須屋町510番地36,,0,,,,,,,,,,,,,,,,
11588,1135.38361454501534.440024189358,135.383614545015,34.440024189358,135.383614545015,34.440024189358,畑町公園,岸和田市畑町427番地1,,0,,,,,,,,,,,,,,,,
11589,1135.39708100314834.4288564089086,135.397081003148,34.4288564089086,135.397081003148,34.4288564089086,天神山買物公園,岸和田市天神山町2丁目73番地312,,0,,,,,,,,,,,,,,,,
11590,1135.39804821332434.4278753594456,135.398048213324,34.4278753594456,135.398048213324,34.4278753594456,天神山うさぎ公園,岸和田市天神山町2丁目73番地325,,0,,,,,,,,,,,,,,,,
11591,1135.39972627380634.4288766287296,135.399726273806,34.4288766287296,135.399726273806,34.4288766287296,天神山りす公園,岸和田市天神山町2丁目73番地327,,0,,,,,,,,,,,,,,,,
11592,1135.3981970467334.4267733371222,135.39819704673,34.4267733371222,135.39819704673,34.4267733371222,天神山白鳥公園,岸和田市天神山町3丁目20番地173,,0,,,,,,,,,,,,,,,,
11593,1135.4090583534634.4518043542442,135.40905835346,34.4518043542442,135.40905835346,34.4518043542442,西代公園,岸和田市尾生町3丁目3408番地,,0,,,,,,,,,,,,,,,,
11594,1135.39640221316834.4568908524362,135.396402213168,34.4568908524362,135.396402213168,34.4568908524362,下松駅前公園,岸和田市下松町3丁目743番地21,,0,,,,,,,,,,,,,,,,
11595,1135.39174739056234.4806985317097,135.391747390562,34.4806985317097,135.391747390562,34.4806985317097,春木緑地,岸和田市春木若松町555番地11,,0,,,,,,,,,,,,,,,,
11596,1135.38969728826534.4812091793428,135.389697288265,34.4812091793428,135.389697288265,34.4812091793428,八幡宮ノ上公園,岸和田市八幡町2042番地,,0,,,,,,,,,,,,,,,,
11597,1135.39886657727134.4283793534468,135.398866577271,34.4283793534468,135.398866577271,34.4283793534468,天神山パンダ公園,岸和田市天神山町2丁目72番地326,,0,,,,,,,,,,,,,,,,
11598,1135.39632862069734.4328411554092,135.396328620697,34.4328411554092,135.396328620697,34.4328411554092,天神山緑地,岸和田市天神山町1丁目516番地27,,0,,,,,,,,,,,,,,,,
11599,1135.39307103256734.4506885214191,135.393071032567,34.4506885214191,135.393071032567,34.4506885214191,上松原代公園,岸和田市上松町248番地,,0,,,,,,,,,,,,,,,,
11600,1135.39212836278834.4593971906054,135.392128362788,34.4593971906054,135.392128362788,34.4593971906054,下松公園,岸和田市下松町1丁目157番地2,,0,,,,,,,,,,,,,,,,
11601,1135.41071251404734.4259605449083,135.410712514047,34.4259605449083,135.410712514047,34.4259605449083,有真香公園,岸和田市土生滝町2110番地,,0,,,,,,,,,,,,,,,,
11602,1135.40771929435534.4485385643047,135.407719294355,34.4485385643047,135.407719294355,34.4485385643047,尾生緑道,岸和田市尾生町863番地2,,0,,,,,,,,,,,,,,,,
11603,1135.39222829130834.437585147514,135.392228291308,34.437585147514,135.392228291308,34.437585147514,行遇公園,岸和田市行遇町1番地318,,0,,,,,,,,,,,,,,,,
11605,1135.40272659699434.4410124201398,135.402726596994,34.4410124201398,135.402726596994,34.4410124201398,門前公園,岸和田市門前町2丁目1368番地1,,0,,,,,,,,,,,,,,,,
11796,1135.40475965108334.4558763747129,135.404759651083,34.4558763747129,135.404759651083,34.4558763747129,額原緑地,岸和田市額原町348番地1,,0,,,,,,,,,,,,,,,,
11797,1135.40946333514434.454055452667,135.409463335144,34.454055452667,135.409463335144,34.454055452667,尾生久米田第1公園,岸和田市額原町1222番,,0,,,,,,,,,,,,,,,,
11798,1135.41460520629334.4503261547099,135.414605206293,34.4503261547099,135.414605206293,34.4503261547099,尾生久米田第3公園,岸和田市尾生町5丁目5192番,,0,,,,,,,,,,,,,,,,
11799,1135.41272050568634.4486797924291,135.412720505686,34.4486797924291,135.412720505686,34.4486797924291,尾生久米田第4公園,岸和田市尾生町4丁目4159番,,0,,,,,,,,,,,,,,,,
11800,1135.415547673234.4476719071331,135.4155476732,34.4476719071331,135.4155476732,34.4476719071331,尾生久米田第6公園,岸和田市尾生町6丁目6076番,,0,,,,,,,,,,,,,,,,
11802,1135.3952827495634.4422584753919,135.39528274956,34.4422584753919,135.39528274956,34.4422584753919,中島池公園,岸和田市土生町694番地1,,0,,,,,,,,,,,,,,,,
11804,1135.41149254514834.4508644579395,135.411492545148,34.4508644579395,135.411492545148,34.4508644579395,尾生久米田第2公園,岸和田市尾生町3丁目3580番,,0,,,,,,,,,,,,,,,,
11811,1135.38635234225234.4490306941106,135.386352342252,34.4490306941106,135.386352342252,34.4490306941106,土生公園,岸和田市土生町4丁目4405番地,,0,,,,,,,,,,,,,,,,
11812,1135.35393446129734.4722453046089,135.353934461297,34.4722453046089,135.353934461297,34.4722453046089,岸之浦緑道,岸和田市岸之浦町3番4,,0,,,,,,,,,,,,,,,,
11813,1135.41340549726434.4525754612173,135.413405497264,34.4525754612173,135.413405497264,34.4525754612173,尾生久米田第8公園,岸和田市尾生町5丁目5212番,,0,,,,,,,,,,,,,,,,
11814,1135.41344571633734.4515368228032,135.413445716337,34.4515368228032,135.413445716337,34.4515368228032,尾生久米田第7公園,岸和田市尾生町5丁目5119番,,0,,,,,,,,,,,,,,,,
11848,1135.41545247487934.4448162614487,135.415452474879,34.4448162614487,135.415452474879,34.4448162614487,尾生久米田第5公園,岸和田市尾生町7丁目7091番,,0,,,,,,,,,,,,,,,,
11852,1135.39785531751234.4614280600361,135.397855317512,34.4614280600361,135.397855317512,34.4614280600361,大阪府立久米田高等学校,岸和田市額原町1100番地,,5960822,,,,,072-443-6651,072-443-0307,,,,,,,,,,
11853,1135.39638343407934.4694478728091,135.396383434079,34.4694478728091,135.396383434079,34.4694478728091,中央公園プール,岸和田市西之内町8,,,,,,,072-444-4371,,,,,,,,,,,
11855,1135.37835168168934.463237873468,135.378351681689,34.463237873468,135.378351681689,34.463237873468,test,大阪府岸和田市沼町１０-３,,90,,,,,,,,,,,,,,,,
11856,1135.3779487981834.4602856232752,135.37794879818,34.4602856232752,135.37794879818,34.4602856232752,test,,,,,,,入力確認,,,,,,,,,,,,
11868,1135.3685295096834.4609849497796,135.36852950968,34.4609849497796,135.36852950968,34.4609849497796,写真添付テスト3,,,,,,,,,,,,,,,,,,,
11870,1135.3684214012834.4601017860017,135.36842140128,34.4601017860017,135.36842140128,34.4601017860017,写真登録youtテスト,,,,,,,,,,,,,,,,,,,
11871,1135.36864051669834.459911343157,135.368640516698,34.459911343157,135.368640516698,34.459911343157,,,,,,,,,,,,,,,,,,,,
11874,1135.3695060218434.4609017955072,135.36950602184,34.4609017955072,135.36950602184,34.4609017955072,名称,所在地,ひとくちメモ,郵便番号,利用時間,URL,写真URL,備考,電話番号,FAX番号,EMAIL,開館時間,開催期間,収容台数,一時利用料,一時利用_1,月極利用料,月極利用_1,月極利用_2,月極利用_4
11878,1135.37127877000434.4600739239591,135.371278770004,34.4600739239591,135.371278770004,34.4600739239591,名前,所在地,,,,,,,,,,,,,,,,,,
11879,1135.38302277659934.4568960575459,135.383022776599,34.4568960575459,135.383022776599,34.4568960575459,test,,,,,,,,,,,,,,,,,,,
11883,1135.37169901410234.4591690649526,135.371699014102,34.4591690649526,135.371699014102,34.4591690649526,tetete,,,,,,,,,,,,,,,,,,,
11884,1135.3724979619934.4597691162443,135.37249796199,34.4597691162443,135.37249796199,34.4597691162443,,,,5,,,,,,,,,,,,,,,,
11901,1135.38614338996934.4592826367328,135.386143389969,34.4592826367328,135.386143389969,34.4592826367328,test警察2,,,,,,,,,,,,,,,,,,,
11902,1135.38718303319534.4603696869401,135.387183033195,34.4603696869401,135.387183033195,34.4603696869401,test交番3,,,,,,,,,,,,,,,,,,,
11921,1135.37046666199334.4590782505961,135.370466661993,34.4590782505961,135.370466661993,34.4590782505961,kishiwada castle,,,3,,,,,,,,,,,,,,,,
